PkMn, PokeName, Quick Move Name, Charge Move Name, Attack(IV0), Defense(IV0), Att*Def(IV0), Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%
52,Meowth,Bite,Dark Pulse,13.1991219512,7.52,99.2573970732,1,104,94,80,12,13.1571428571,0.5975609756,12.6914634146,104.213778416,109.331499988,114.613131809,120.061243902,125.678406288,131.467188988,137.430162023,143.569895415,149.888959184,156.389923354
52,Meowth,Bite,Body Slam,16.8877238307,7.52,126.995683207,1,104,94,80,12,25.941025641,0.3040089087,16.2381959911,133.33716559,139.885076039,146.642702789,153.613334076,160.800258133,168.206763195,175.836137497,183.691669274,191.77664676,200.09435819
53,Persian,Scratch,Night Slash,24.1172770701,18.98,457.74591879,1,156,146,130,15,15.7638888889,0.601910828,15.4597929936,472.282665518,487.12308123,502.270296534,517.727442038,533.49764835,549.584046079,565.989765832,582.717938217,599.771693842,617.154163316
53,Persian,Scratch,Power Gem,25.6515081522,18.98,486.865624728,1,156,146,130,15,17.6163793103,0.5516304348,16.4432744565,502.327132929,518.111628149,534.22244015,550.662898696,567.436333549,584.546074474,601.995451232,619.787793587,637.926431302,656.414694141
53,Persian,Scratch,Play Rough,29.7489072848,18.98,564.634260265,1,156,146,130,15,24.0818965517,0.4481236203,19.069812362,582.565485643,600.87128981,619.555534403,638.62208106,658.074791417,677.917527111,698.15414978,718.78852106,739.824502588,761.265956002
53,Persian,Feint Attack,Night Slash,18.666481069,18.98,354.28981069,1,156,146,130,11.5384615385,12.5534188034,0.420935412,11.965692993,365.541077026,377.027379486,388.751141124,400.714784992,412.920734143,425.371411631,438.069240506,451.016643824,464.216044636,477.669865995
53,Persian,Feint Attack,Power Gem,19.4744599048,18.98,369.625248993,1,156,146,130,11.5384615385,14.0815649867,0.3716587331,12.4836281441,381.363526514,393.347013701,405.578238489,418.059728812,430.794012604,443.783617802,457.031072338,470.538904149,484.309641168,498.345811331
53,Persian,Feint Attack,Play Rough,21.3794605809,18.98,405.782161826,1,156,146,130,11.5384615385,19.2539787798,0.2807745505,13.7047824237,418.668683084,431.824400531,445.252089385,458.954524864,472.934482188,487.194736574,501.738063242,516.567237408,531.685034293,547.094229113
54,Psyduck,Water Gun,Psybeam,19.8,11.2,221.76,0,132,112,100,15,13.5328947368,0.2807745505,15,230.69300625,239.86125,249.26776875,258.9156,268.80778125,278.94735,289.33734375,299.9808,310.88075625,322.04025
54,Psyduck,Water Gun,Aqua Tail,24.6777503016,11.2,276.390803378,1,132,112,100,15,24.3111702128,0.3968636912,18.69526538,287.524464877,298.951314875,310.675139164,322.699723534,335.028853778,347.666315686,360.61589505,373.88137766,387.466549308,401.375195786
54,Psyduck,Water Gun,Cross Chop,26.83828125,11.2,300.58875,1,132,112,100,15,39.375,0.21875,20.33203125,312.697160815,325.124428711,337.874670923,350.952004687,364.360547241,378.10441582,392.187727661,406.6146,421.389150073,436.515495117
54,Psyduck,Zen Headbutt,Psybeam,15.0857142857,11.2,168.96,0,132,112,100,11.4285714286,10.8120300752,0.21875,11.4285714286,175.7661,182.751428571,189.9183,197.269028571,204.805928571,212.531314286,220.4475,228.5568,236.861528571,245.364
54,Psyduck,Zen Headbutt,Aqua Tail,16.6905515809,11.2,186.934177706,1,132,112,100,11.4285714286,19.4346504559,0.1518578352,12.6443572583,194.4643192,202.192755827,210.122048069,218.254756409,226.593441328,235.140663309,243.898982835,252.870960388,262.059156449,271.466131502
54,Psyduck,Zen Headbutt,Cross Chop,16.9547408344,11.2,189.893097345,1,132,112,100,11.4285714286,31.4285714286,0.0707964602,12.8445006321,197.542430973,205.393198483,213.448000885,221.709439191,230.180114412,238.86262756,247.759579646,256.873571681,266.207204678,275.763079646
55,Golduck,Water Gun,Psychic,37.5646636771,28.16,1057.82092915,1,194,176,160,15,24.9285714286,0.4394618834,19.3632286996,1085.16410746,1112.97301982,1141.2515873,1170.00373094,1199.2333718,1228.94443094,1259.14082941,1289.82648825,1321.00532853,1352.6812713
55,Golduck,Water Gun,Hydro Pump,39.1919255875,28.16,1103.64462454,1,194,176,160,15,29.9802631579,0.3472584856,20.2020234987,1132.17228071,1161.18584605,1190.68941147,1220.68706789,1251.18290619,1282.18101731,1313.68549215,1345.70042162,1378.22989662,1411.27800808
55,Golduck,Water Gun,Ice Beam,36.586797725,28.16,1030.28422394,1,194,176,160,15,22.6352739726,0.5054401583,18.8591740851,1056.91561727,1084.00062089,1111.54305378,1139.54673492,1168.01548329,1196.95311787,1226.36345766,1256.25032162,1286.61752875,1317.46889803
55,Golduck,Confusion,Psychic,23.2528185737,28.16,654.799371035,1,194,176,160,9.9337748344,19.8912015137,0.2060988433,11.9859889555,671.725010776,688.938943517,706.44359642,724.241396648,742.334771363,760.726147729,779.417952908,798.412614063,817.712558356,837.320212951
55,Golduck,Confusion,Hydro Pump,23.339051593,28.16,657.227692858,1,194,176,160,9.9337748344,23.9325548972,0.1497747748,12.0304389655,674.216101292,691.493871859,709.063440724,726.927244049,745.087717999,763.547298738,782.308422429,801.373525237,820.745043326,840.425412859
55,Golduck,Confusion,Ice Beam,23.2559098014,28.16,654.886420007,1,194,176,160,9.9337748344,18.0565635489,0.2528451262,11.9875823719,671.814309842,689.030531001,706.537510971,724.337677237,742.433457284,760.827278597,779.521568663,798.518754967,817.821264993,837.431526228
56,Mankey,Karate Chop,Cross Chop,16.7608045213,7.68,128.722978723,1,122,96,80,9.375,38.671875,0.1489361702,13.7383643617,134.823070094,141.11017495,147.58707531,154.256553191,161.121390615,168.184369598,175.44827216,182.915880319,190.589976095,198.473341506
56,Mankey,Karate Chop,Low Sweep,15.4826158217,7.68,118.90648951,1,122,96,80,9.375,16.9010416667,0.4405594406,12.6906687063,124.541384366,130.34903095,136.331999121,142.492858741,148.83417967,155.358531769,162.068484897,168.966608916,176.055473685,183.337649066
56,Mankey,Karate Chop,Brick Break,16.9737367021,7.68,130.358297872,1,122,96,80,9.375,24.609375,0.2978723404,13.9128989362,136.535885867,142.902863198,149.462047228,156.216255319,163.168304833,170.321013132,177.677197577,185.239675532,193.011264358,200.994781416
56,Mankey,Scratch,Cross Chop,19.8440625,7.68,152.4024,1,122,96,80,12,31.5,0.21875,16.265625,159.62464248,167.068300781,174.736668691,182.63304,190.760708496,199.122967969,207.723112207,216.564435,225.650230137,234.983791406
56,Mankey,Scratch,Low Sweep,15.7509557522,7.68,120.967340177,1,122,96,80,12,13.6333333333,0.5575221239,12.910619469,126.699897295,132.608200221,138.694863355,144.962501097,151.413727848,158.051158009,164.877405979,171.895086159,179.10681295,186.515200752
56,Mankey,Scratch,Brick Break,18.7096028881,7.68,143.689750181,1,122,96,80,12,20.25,0.40433213,15.3357400722,150.499106318,157.517220217,164.747197365,172.192143249,179.855163357,187.739363177,195.847848195,204.183723899,212.750095776,221.550069314
57,Primeape,Low Kick,Cross Chop,28.1006475225,19.5,547.962626689,1,178,150,130,10.4166666667,38.8020833333,0.1891891892,15.7868806306,564.545777845,581.457493454,598.70097036,616.279405405,634.195995434,652.453937289,671.056427814,690.006663851,709.307842246,728.96315984
57,Primeape,Low Kick,Low Sweep,24.4772611789,19.5,477.306592988,1,178,150,130,10.4166666667,16.9270833333,0.512195122,13.7512703252,491.751460199,506.482525724,521.502574195,536.814390244,552.420758503,568.324463605,584.528290182,601.035022866,617.847446289,634.968345084
57,Primeape,Low Kick,Night Slash,23.2796367994,19.5,453.952917588,1,178,150,130,10.4166666667,15.1909722222,0.5575221239,13.0784476401,467.69102578,481.701329162,495.986476122,510.549115044,525.391894315,540.51746232,555.928467445,571.627558075,587.617382596,603.900589394
57,Primeape,Karate Chop,Cross Chop,24.4542885638,19.5,476.858626995,1,178,150,130,9.375,38.671875,0.1489361702,13.7383643617,491.289937282,506.007177277,521.013129,536.310574468,551.902295701,567.791074717,583.979693536,600.470934176,617.267578655,634.372408993
57,Primeape,Karate Chop,Low Sweep,22.5893902972,19.5,440.493110795,1,178,150,130,9.375,16.9010416667,0.4405594406,12.6906687063,453.823880968,467.418775683,481.280364801,495.411218182,509.813905687,524.490997175,539.445062509,554.678671547,570.194394151,585.99480018
57,Primeape,Karate Chop,Night Slash,21.6047357005,19.5,421.29234616,1,178,150,130,9.375,15.0607638889,0.4858611825,12.1374919666,434.04203805,447.044341491,460.301714325,473.816614396,487.591499544,501.628827613,515.931056444,530.500643879,545.34004776,560.45172593
58,Growlithe,Ember,Flame Wheel,18.5714285714,12.1,224.714285714,0,156,110,110,11.9047619048,11.167184265,0.4858611825,11.9047619048,233.1046875,241.698928571,250.499419643,259.508571429,268.728794643,278.1625,287.812098214,297.68,307.768616071,318.080357143
58,Growlithe,Ember,Body Slam,24.0629139073,12.1,291.161258278,1,156,110,110,11.9047619048,32.3489010989,0.1721854305,15.4249448124,302.032662976,313.168181291,324.570936776,336.24405298,348.190653456,360.413861755,372.916801428,385.702596026,398.774369102,412.135244205
58,Growlithe,Ember,Flamethrower,23.8348214286,12.1,288.401339286,1,156,110,110,11.9047619048,24.0045155993,0.2788461538,15.278731685,299.169693885,310.199658568,321.494327277,333.056793956,344.890152548,356.997496995,369.381921242,382.046519231,394.994384905,408.228612208
58,Growlithe,Bite,Flame Wheel,18.72,12.1,226.512,0,156,110,110,12,8.9956521739,0.2788461538,12,234.969525,243.63252,252.503415,261.58464,270.878625,280.3878,290.114595,300.06144,310.230765,320.625
58,Growlithe,Bite,Body Slam,25.3315857461,12.1,306.512187528,1,156,110,110,12,25.941025641,0.3040089087,16.2381959911,317.956766574,329.67938413,341.683328432,353.971887715,366.548350212,379.416004159,392.578137791,406.038039341,419.798997045,433.864299137
58,Growlithe,Bite,Flamethrower,23.7991258278,12.1,287.969422517,1,156,110,110,12,19.2655172414,0.4481236203,15.2558498896,298.72165017,309.735096113,321.012849655,332.558000106,344.373636776,356.462848974,368.828726009,381.474357192,394.402831832,407.617239238
59,Arcanine,Fire Fang,Fire Blast,40.229409742,32.4,1303.43287564,1,230,180,180,14.880952381,30.8598286876,0.1633466135,17.4910477139,1333.89019007,1364.81543376,1396.21214863,1428.08387664,1460.43415971,1493.26653978,1526.58455879,1560.39175868,1594.69168138,1629.48786884
59,Arcanine,Fire Fang,Flamethrower,38.8045820007,32.4,1257.26845682,1,230,180,180,14.880952381,24.0789203612,0.2164179104,16.8715573916,1286.64704734,1316.47699419,1346.76171387,1377.50462287,1408.70913768,1440.37867479,1472.51665069,1505.12648188,1538.21158483,1571.77537605
59,Arcanine,Fire Fang,Bulldoze,34.2261904762,32.4,1108.92857143,0,230,180,180,14.880952381,13.2396708683,0.2164179104,14.880952381,1134.84090402,1161.15133929,1187.86289063,1214.97857143,1242.50139509,1270.434375,1298.78052455,1327.54285714,1356.72438616,1386.328125
59,Arcanine,Bite,Fire Blast,38.2440025413,32.4,1239.10568234,1,230,180,180,12,24.6902439024,0.3646759848,16.6278271919,1268.05986332,1297.45888025,1327.30610026,1357.60489049,1388.35861807,1419.57065014,1451.24435383,1483.38309627,1515.99024461,1549.06916598
59,Arcanine,Bite,Flamethrower,35.0884547461,32.4,1136.86593377,1,230,180,180,12,19.2655172414,0.4481236203,15.2558498896,1163.43107868,1190.4043557,1217.78885416,1245.58766336,1273.80387262,1302.44057124,1331.50084853,1360.9877938,1390.90449637,1421.25404553
59,Arcanine,Bite,Bulldoze,27.6,32.4,894.24,0,230,180,180,12,10.5941176471,0.4481236203,12,915.135705,936.35244,957.892635,979.75872,1001.953125,1024.47828,1047.336615,1070.53056,1094.062545,1117.935
60,Poliwag,Bubble,Bubble Beam,14.6739130435,7.84,115.043478261,0,108,98,80,13.5869565217,13.2707083958,0.4481236203,13.5869565217,120.647129755,126.428396739,132.390030571,138.534782609,144.865404212,151.384646739,158.095261549,165,172.101613451,179.402853261
60,Poliwag,Bubble,Mud Bomb,15.1871198468,7.84,119.067019599,1,108,98,80,13.5869565217,14.7627508361,0.4041450777,14.0621480063,124.866653724,130.850115278,137.020251847,143.379911016,149.93194037,156.679187493,163.624499971,170.770725389,178.120711331,185.677305383
60,Poliwag,Bubble,Body Slam,18.1075450804,7.84,141.963153431,1,108,98,80,13.5869565217,32.3909559643,0.1690751445,16.7662454448,148.878035082,156.012093476,163.368723779,170.951321155,178.763280768,186.807997784,195.088867367,203.609284682,212.372644893,221.382343166
60,Poliwag,Mud Shot,Bubble Beam,11.7818181818,7.84,92.3694545455,0,108,98,80,10.9090909091,10.6175548589,0.1690751445,10.9090909091,96.8686772727,101.510509091,106.297159091,111.230836364,116.31375,121.548109091,126.936122727,132.48,138.18195,144.044181818
60,Poliwag,Mud Shot,Mud Bomb,12.3367989757,7.84,96.7205039693,1,108,98,80,10.9090909091,11.8111888112,0.5696400626,11.4229620145,101.431661914,106.29214653,111.304270967,116.470348374,121.792691901,127.273614699,132.915429917,138.720450704,144.690990211,150.829361588
60,Poliwag,Mud Shot,Body Slam,16.3877260896,7.84,128.479772543,1,108,98,80,10.9090909091,25.9137529138,0.2842269651,15.1738204534,134.737892345,141.194371915,147.852283952,154.714701154,161.784696219,169.065341848,176.559710737,184.270875586,192.201909093,200.355883957
61,Poliwhirl,Bubble,Scald,20.2310682407,17.16,347.165131011,1,132,132,130,13.5869565217,17.527173913,0.4415011038,15.326566849,359.197386423,371.504485495,384.089531857,396.955629139,410.10588097,423.54339098,437.2712628,451.292600058,465.610506384,480.228085409
61,Poliwhirl,Bubble,Mud Bomb,18.5620353683,17.16,318.52452692,1,132,132,130,13.5869565217,14.7627508361,0.4041450777,14.0621480063,329.564139257,340.855921062,352.402719921,364.20738342,376.272759142,388.601694674,401.197037599,414.061635503,427.198335972,440.609986589
61,Poliwhirl,Bubble,Bubble Beam,17.9347826087,17.16,307.760869565,0,132,132,130,13.5869565217,13.2707083958,0.4041450777,13.5869565217,318.427428668,329.33763587,340.494242527,351.9,363.557659647,375.469972826,387.639690897,400.069565217,412.762347147,425.720788043
61,Poliwhirl,Mud Shot,Scald,16.8936078007,17.16,289.894309859,1,132,132,130,10.9090909091,14.0227272727,0.6067172264,12.7981877278,299.941639119,310.21847188,320.727399776,331.471014439,342.451907503,353.6726706,365.135895363,376.844173427,388.800096422,401.006255983
61,Poliwhirl,Mud Shot,Mud Bomb,15.0783098592,17.16,258.743797183,1,132,132,130,10.9090909091,11.8111888112,0.5696400626,11.4229620145,267.711493464,276.88403201,286.263725973,295.852888502,305.653832746,315.668871857,325.900318982,336.350487273,347.021689878,357.916239949
61,Poliwhirl,Mud Shot,Bubble Beam,14.4,17.16,247.104,0,132,132,130,10.9090909091,10.6175548589,0.5696400626,10.9090909091,255.668277273,264.428181818,273.385922727,282.543709091,291.90375,301.468254545,311.239431818,321.219490909,331.410640909,341.815090909
62,Poliwrath,Bubble,Hydro Pump,30.3043572943,36.36,1101.86643122,1,180,202,180,13.5869565217,29.9449370709,0.1986062718,16.8357540524,1128.62650453,1155.8157633,1183.43761676,1211.49547417,1239.99274476,1268.93283777,1298.31916244,1328.15512801,1358.44414372,1389.18961882
62,Poliwrath,Bubble,Submission,26.8902189094,36.36,977.728359546,1,180,202,180,13.5869565217,18.1968167702,0.2932960894,14.9390105052,1001.47359929,1025.59967176,1050.1096021,1075.00641547,1100.29313702,1125.97279188,1152.04840522,1178.52300219,1205.39960792,1232.68124758
62,Poliwrath,Bubble,Ice Punch,26.5350403799,36.36,964.814068214,1,180,202,180,13.5869565217,16.4111024845,0.4088785047,14.7416891,988.245669778,1012.05307385,1036.23926562,1060.80723029,1085.75995305,1111.10041908,1136.83161358,1162.95652174,1189.47812875,1216.39941982
62,Poliwrath,Mud Shot,Hydro Pump,27.2923796791,36.36,992.350925134,1,180,202,180,10.9090909091,23.956937799,0.3259803922,15.1624331551,1016.45129043,1040.93818406,1065.8146764,1091.08383786,1116.74873882,1142.81244969,1169.27804084,1196.14858267,1223.42714559,1251.11679997
62,Poliwrath,Mud Shot,Submission,22.5758405978,36.36,820.857564134,1,180,202,180,10.9090909091,14.5584415584,0.4474885845,12.5421336654,840.793019075,861.048204359,881.625659767,902.527925081,923.757540084,945.317044558,967.208978285,989.435881046,1012.00029262,1034.9047528
62,Poliwrath,Mud Shot,Ice Punch,21.9326441437,36.36,797.470941064,1,180,202,180,10.9090909091,13.1298701299,0.5744431419,12.184802302,816.838425396,836.5165308,856.5077247,876.814474518,897.439247675,918.384511595,939.652733701,961.246381413,983.167922156,1005.41982335
63,Abra,Zen Headbutt,Psyshock,16.9140342606,3.8,64.2733301902,1,110,76,50,14.2857142857,18.8756613757,0.2376237624,15.3763947823,68.4287047776,72.7504903976,77.2418007701,81.905749615,86.7454506522,91.7640176018,96.9645641836,102.350204118,107.924051124,113.689218922
63,Abra,Zen Headbutt,Signal Beam,16.9366934872,3.8,64.3594352513,1,110,76,50,14.2857142857,18.5023041475,0.2635494155,15.3969940792,68.52037667,72.8479520571,77.3452793039,82.0154763018,86.861660942,91.8869511158,97.0944647146,102.48731963,108.068633752,113.841524973
63,Abra,Zen Headbutt,Shadow Ball,16.9648711944,3.8,64.4665105386,1,110,76,50,14.2857142857,18.6201298701,0.262295082,15.4226101767,68.6343745476,72.9691497552,77.4739592399,82.1519260805,87.0061733553,92.0398241431,97.2560015222,102.657828571,108.248428369,114.030923994
64,Kadabra,Psycho Cut,Psybeam,23.0263157895,8.96,206.315789474,0,150,112,80,15.350877193,13.5416666667,0.262295082,15.350877193,215.129169408,224.181907895,233.477113487,243.017894737,252.807360197,262.848618421,273.144777961,283.698947368,294.514235197,305.59375
64,Kadabra,Psycho Cut,Dazzling Gleam,24.3087397242,8.96,217.806307929,1,150,112,80,15.350877193,16.7528195489,0.6098319851,16.2058264828,227.11053883,236.667459081,246.480350361,256.55249435,266.887172729,277.487667176,288.357259372,299.499230996,310.916863729,322.61343925
